Response ID," Please select your choice below. Clicking on the ""Yes"" button below indicates that:   You have read the above information 	You voluntarily agree to participate ", Are you wearing a smartwatch right now or is it in front of you?," What is the shape of your smartwatch face? (A smartwatch face is what is shown when the screen is turned on or in ambient mode, and no other apps are running and taking over the smartwatch screen. Typically a watch face shows the time and some additional data that you may have chosen (e.g. step counts, heart rates)."," What is the shape of your smartwatch face? (A smartwatch face is what is shown when the screen is turned on or in ambient mode, and no other apps are running and taking over the smartwatch screen. Typically a watch face shows the time and some additional data that you may have chosen (e.g. step counts, heart rates). [Other]"," How do you currently see the time displayed on your smartwatch, without requiring further interaction (apart from possibly turning on the screen)?  ", How do you primarily read the time on your smartwatch?,"Some watch faces show multiple types of data in the same location, one after the other. The data that is shown changes automatically every few seconds or manually, for example through a tap.","Some watch faces show multiple types of data in the same location, one after the other. The data that is shown changes automatically every few seconds or manually, for example through a tap. [Other]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Heart rate/ECG waveform]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Step count]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Sleep related info (e.g., quality, duration)]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Distance traveled]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Calories burnt]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Floors/Stairs climbed]"," Which of the following health or fitness-related types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Blood pressure]","If you see any other health or fitness-related types of data not listed above, what data do you see and how do you see it?"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Humidity]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Moon phase]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Sunset/Sunrise time]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Temperature]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Wind speed/direction]"," Which of the following weather or planetary types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"".  [Weather info (e.g., Sky condition)]","If you see any other weather or planetary types of data not listed above, what data do you see and how do you see it?"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Watch battery level]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [WiFi]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Location name]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Phone battery level]"," Which of the following device or location types of data do you see on your current watch face? If you see a certain type of data, tell us how you see it displayed. If you don't see one type of data select nothing or ""I don't see this info"". [Bluetooth activity]","If you see any other device or location types of data not listed above, what data do you see and how do you see it?"," What smartwatch brand and type do you wear (e.g., Fitbit Charge 3, Apple Watch Series 5, Samsung Gear S3)?","Optional: Please upload a picture of your watch face. You can upload only one file (png, gif, doc, odt, jpg, pdf, png file type) and the file size must be less than 5 MB. We will use it to analyze the types of graphics displayed on people's smartwatch faces. File will NOT be shared with the public.","filecount - Optional: Please upload a picture of your watch face. You can upload only one file (png, gif, doc, odt, jpg, pdf, png file type) and the file size must be less than 5 MB. We will use it to analyze the types of graphics displayed on people's smartwatch faces. File will NOT be shared with the public.","Don't hesitate to reach out if you have any more questions, comments, or concerns. Thank you!"
92,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"A circular chart  showing the percenteges of standing hours, exercise minutes and burned calories.",I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch series 5,,0,
93,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Text + Chart/Graph,Icon + Text,I don't see this info,Icon + Text,Text + Chart/Graph,I don't see this info,I don't see this info,"stress
body battery 
intensity minutes ",I don't see this info,I don't see this info,I don't see this info,Only Text,Icon + Text,Icon + Text,temperature at lowest and highest,Only Icon,Only Icon,I don't see this info,I don't see this info,Only Icon,,"ga_garmin 245 music
",[],0,
94,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,I don't see this info,Exercice time and standing time by chart,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch Series 5,[],0,
97,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,Only Icon,,xb_Mi Smart Band 4,,0,
98,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,I don't see this info,Icon + Text,,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,"Date (Listed as day name, date #, month, year) also listed. ",ap_Apple Watch Series 4,,0,
99,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Only Icon,I don't see this info,Only Icon,Only Icon,I don't see this info,I don't see this info,,I don't see this info,Icon + Text,I don't see this info,Icon + Text,Icon + Text,Icon + Text,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple series 5,,0,
104,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Icon + Text,,Only Chart/Graph,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,,fo_Fossil Gen 5 Carlyle,[],0,
105,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,I don't see this info,,fo_Fossil Carlyle HR Gen 5,"[{ ""title"":"""",""comment"":"""",""size"":""4189.7099609375"",""name"":""IMG_20200411_071200.jpg"",""filename"":""fu_kgva9t3cs3whuts"",""ext"":""jpg"" }]",1,
109,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,Other,My watch face changes the types of data I see when I tap a button,Text + Chart/Graph,Text + Chart/Graph,Text + Chart/Graph,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,"Altitude, Barometer - on screen
Compass, Training Status, Stress, Body battery, VO2 max, lactate threshold, Race predictor, Pulse Ox, Resting Heart Rate,- via button menu, combination of graphs and text",I don't see this info,I don't see this info,Text + Chart/Graph,Text + Chart/Graph,Icon + Text,Only Icon,"Change of rain, Twilight times",Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ga_Garmin Fenix 6 Pro (Sapphire Ti),,0,
110,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Text,Only Icon,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch Series 3,,0,
113,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Only Text,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"minutes of moderate exercise per week as text
move alert as text",I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,I don't see this info,,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ga_Garmin Forerunner 245,[],0,
114,Yes,Yes,Round,,Both,I primarily look at text representation of 12/24 hrs digital time,My watch face automatically changes the types of data I see over time,,Icon + Text,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"Air Quality - Icon + Text
",I don't see this info,I don't see this info,Icon + Text,Icon + Text,I don't see this info,Icon + Text,,Icon + Text,Only Icon,I don't see this info,Icon + Text,Only Icon,,ti_Ticwatch Pro 4G,"[{ ""title"":"""",""comment"":"""",""size"":""63.875"",""name"":""1.png"",""filename"":""fu_a2w4gdz2ygp8kd7"",""ext"":""png"" }]",1,
116,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Only Text,Only Text,I don't see this info,I don't see this info,,Only Text,Only Icon,I don't see this info,I don't see this info,Only Icon,,sa_Samsung Galaxy Watch Active (2020),,0,
117,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Yes,Yes,Square,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,Only Text,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,Rain and uv ,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch series 5,,0,
119,Yes,Yes,Round,,Both,I primarily look at text representation of 12/24 hrs digital time,My watch face automatically changes the types of data I see over time,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Only Icon,Unread notifications count (number),fo_Fossil Gen 5 Carlyle HR (silicone band variant),"[{ ""title"":"""",""comment"":"""",""size"":""3927.4775390625"",""name"":""IMG_20200411_144652.jpg"",""filename"":""fu_42fwacj36zu7xe2"",""ext"":""jpg"" }]",1,
120,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Icon + Text,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,sk_Skagen Falster 3,,0,
123,Yes,Yes,Round,,Both,I primarily look at text representation of 12/24 hrs digital time,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,I don't see this info,,lg_LG G Watch R,"[{ ""title"":"""",""comment"":"""",""size"":""2399.34375"",""name"":""15866099350052317482565820710048.jpg"",""filename"":""fu_eer48uhcnmtkrxb"",""ext"":""jpg"" }]",1,
124,Yes,Yes,Square,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,Text + Chart/Graph,I don't see this info,Text + Chart/Graph,Only Text,Only Icon,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch series 5,,0,
126,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Only Text,Text + Chart/Graph,I don't see this info,Only Text,Only Text,I don't see this info,I don't see this info,,Only Text,Only Text,Only Text,Only Text,I don't see this info,Only Text,,Only Text,I don't see this info,Only Text,Only Text,I don't see this info,,fo_Fossil gen. 5,,0,
130,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,Only Text,I don't see this info,I don't see this info,Only Text,I don't see this info,,ap_Apple Watch Series 4,"[{ ""title"":""Screenshot "",""comment"":""The bottom right \u201c100\u201d is my watch battery and the green ring on the bottom right is my phone battery"",""size"":""44.1103515625"",""name"":""8A67DBB9-A440-4A28-A221-D00776ABACB0.png"",""filename"":""fu_va33zwmpseu6aj4"",""ext"":""png"" }]",1,
132,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,sa_Samsung Galaxy Watch,,0,
133,Yes,Yes,Round,,Both,I primarily look at text representation of 12/24 hrs digital time,My watch face changes the types of data I see when I tap on the screen,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Minutes of activity: text only,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Icon + Text,"Weather condition (rainy, sunny, cloudy, etc.): Icon only",Only Text,I don't see this info,I don't see this info,Only Text,I don't see this info,Date: text only,mv_Misfit Vapor X,[],0,
134,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Only Icon,Only Icon,I don't see this info,Only Icon,Only Icon,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch series 5,,0,
135,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,Text + Chart/Graph,Icon + Text,Icon + Text,Icon + Text,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,Icon + Text,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,fi_Fitbit charge 3,,0,
141,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Only Icon,Only Text,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,Only Icon,I don't see this info,Icon + Text,I don't see this info,Icon + Text,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,"hu_Huawei GT
",,0,
143,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face changes the types of data I see when I tap on the screen,,Icon + Text,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ga_Garmin Vivoactive 3,,0,
145,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Icon + Text,Icon + Text,Only Chart/Graph,Icon + Text,Icon + Text,I don't see this info,I don't see this info,,I don't see this info,Only Icon,Only Icon,Only Icon,I don't see this info,Only Icon,,Only Icon,Only Icon,Only Icon,Only Icon,Only Text,,fo_Fossil gen 5 Carlyle ,,0,
146,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,I don't see this info,Only Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,su_suunto 3,"[{ ""title"":""suunto 3 "",""comment"":"""",""size"":""1021.705078125"",""name"":""IMG_20200411_210630.jpg"",""filename"":""fu_qhgj39rm93pk4f9"",""ext"":""jpg"" }]",1,
147,Yes,Yes,Rectangle,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,Only Icon,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,Only Icon,I don't see this info,Icon + Text,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch Series 5,,0,
149,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,Only Chart/Graph,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,,ga_Garmin 625,,0,
151,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Icon + Text,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,fo_Fossil Carlyle Gen 5,,0,
152,Yes,Yes,Square,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Only Chart/Graph,I don't see this info,I don't see this info,"Intense activity (workout) minutes as radial bar chart.
# of times I stood up at least 1 min/hour as radial bar chart. ",I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,Only Icon,"Position of sun ok sky as an icon. 
Chance of rain (icon + text)",I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,"I have the date + the name, time and location of the next calendar event for today (if any) - text only
I have a world clock for one city, displayed as text (time in that city + time difference)
I have a timer (either the currently running one or the duration of the last used one) aa text + progress bar",ap_Apple Watch Series 5. ,[],0,
153,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,I don't see this info,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Pushing a button I see other data,Icon + Text,I don't see this info,I don't see this info,I don't see this info,Icon + Text,,ga_Garmin forerunner 645,,0,
157,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Text + Chart/Graph,Text + Chart/Graph,I don't see this info,Only Text,Text + Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Icon + Text,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Only Icon,,"xa_Amazfit GTR 42mm.
Possibility to change the watchface, i uploaded one modele that i currently use but there is many others.","[{ ""title"":"""",""comment"":"""",""size"":""587.416015625"",""name"":""fr_blue_ballonix_animated.gif"",""filename"":""fu_tdkjvbxjdza2be5"",""ext"":""gif"" }]",1,
158,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,I don't see this info,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ga_Garmin 645,,0,
159,Yes,Yes,Round,,Both,I primarily look at the analog-like hands,My watch face always shows the same types of data,,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,Text + Chart/Graph,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,fo_Fossil Carlisle Gen 5,,0,
160,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Only Chart/Graph,Only Icon,I don't see this info,I don't see this info,Only Icon,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Only Icon,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,ap_Apple Watch series 4,,0,
164,Yes,Yes,Rectangle,,Both,I primarily look at the analog-like hands,My watch face automatically changes the types of data I see over time,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,Text + Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Icon + Text,Text + Chart/Graph,Icon + Text,I don't see this info,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,I don't see this info,,ap_Apple,[],0,
165,Yes,Yes,Round,,Both,I look at both,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,Icon + Text,I don't see this info,I don't see this info,Icon + Text,Only Icon,,sa_Watch active,,0,
167,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,I don't see this info,I don't see this info,Only Chart/Graph,Only Chart/Graph,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Text,,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,ap_apple watch s3,,0,
168,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,Icon + Text,,Icon + Text,Only Icon,Icon + Text,Icon + Text,Icon + Text,Icon + Text,,Icon + Text,Icon + Text,Only Text,Icon + Text,Icon + Text,,ap_Apple Watch Series 3 38mm,,0,
170,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face changes the types of data I see when I tap on the screen,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Only Text,I don't see this info,Only Icon,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,"ap_Apple Watch Series 5. I mostly use it to control media, smart home accessories, and to time track ",,0,
171,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Only Icon,I don't see this info,I don't see this info,Only Icon,Only Icon,I don't see this info,I don't see this info,,Icon + Text,I don't see this info,Icon + Text,Icon + Text,I don't see this info,Icon + Text,,I don't see this info,I don't see this info,Only Text,I don't see this info,I don't see this info,,ap_Apple Watch Series 3,,0,
172,Yes,Yes,Square,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face automatically changes the types of data I see over time,,Icon + Text,Icon + Text,Only Chart/Graph,Only Icon,Text + Chart/Graph,Icon + Text,Icon + Text,,I don't see this info,I don't see this info,Only Icon,I don't see this info,Only Text,Icon + Text,,Only Text,Only Icon,I don't see this info,I don't see this info,Only Icon,,ap_Apple Watch Series 4,[],0,
173,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,I don't see this info,Icon + Text,I don't see this info,I don't see this info,,Icon + Text,Only Icon,Only Icon,I don't see this info,Icon + Text,,xa_Amazfit Pace ,,0,
175,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Icon + Text,Only Text,I don't see this info,Only Icon,,Only Text,I don't see this info,I don't see this info,Only Text,I don't see this info,,ti_Ticwatch E,[],0,
178,Yes,Yes,Round,,"I see time represented by analog-like hands (e.g. for hours, minutes, seconds)",,My watch face always shows the same types of data,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,I don't see this info,Icon + Text,Only Text,I don't see this info,Only Icon,,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,fo_Fossil Gen 4,,0,
180,Yes,Yes,Round,,"I see time represented in digital form with text (e.g., 09:30, 17:30, 11:20am)",,My watch face always shows the same types of data,,I don't see this info,Icon + Text,I don't see this info,I don't see this info,I don't see this info,I don't see this info,I don't see this info,,I don't see this info,Only Text,I don't see this info,Only Text,I don't see this info,Only Icon,,I don't see this info,Only Icon,I don't see this info,I don't see this info,I don't see this info,,fo_Fossil Gen 4 Explorist and Fossil Sport,,0,
181,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
